result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_234001,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0387|EIK_0256|EIK_0239|EIK_0109|EIK_0017,大内義隆|朝倉義景(八雷)|魔女ルシア|真田幸村(水練)|大祝鶴|堀秀政,EIK_0093|EIK_0387|EIK_0256|EIK_0239|EIK_0109|EIK_0017,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|多芸多才,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|多芸多才,10168,1005,86,62,378,390,448,743,775,722,769,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0093|EIK_0109|EIK_0239|EIK_0256|EIK_0387||多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234002,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0387|EIK_0256|EIK_0255|EIK_0199|EIK_0040,大内義隆|朝倉義景(八雷)|魔女ルシア|本多忠勝(盛夏)|長宗我部元親(納涼)|北条氏邦,EIK_0093|EIK_0387|EIK_0256|EIK_0255|EIK_0199|EIK_0040,山紫水明|技巧伝承|文化人の絆|文明開化|豪傑|多芸多才|流行創出,山紫水明|技巧伝承|文化人の絆|文明開化|豪傑|多芸多才|流行創出,10176,1804,244,64,388,336,258,576,602,523,575,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0040|EIK_0093|EIK_0199|EIK_0255|EIK_0256|EIK_0387||多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|豪傑,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234003,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0387|EIK_0256|EIK_0379|EIK_0224|EIK_0031,大内義隆|朝倉義景(八雷)|魔女ルシア|山中鹿之介|黒猫ノア|黒百合(納涼),EIK_0093|EIK_0387|EIK_0256|EIK_0379|EIK_0224|EIK_0031,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|戦場の華|四象の絆,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|戦場の華|四象の絆,10252,1021,156,0,330,484,357,735,753,725,733,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0031|EIK_0093|EIK_0224|EIK_0256|EIK_0379|EIK_0387||四象の絆|山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234004,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0094|EIK_0183|EIK_0093|EIK_0017|EIK_0108|EIK_0075,金森長近|宇佐美定満|大内義隆|堀秀政|名古屋山三郎|島津豊久,EIK_0094|EIK_0183|EIK_0093|EIK_0017|EIK_0108|EIK_0075,山紫水明|知勇兼備|傾奇者|技巧伝承|多芸多才|文明開化|流行創出,山紫水明|知勇兼備|傾奇者|技巧伝承|多芸多才|文明開化|流行創出,9869,1676,255,157,344,481,340,636,599,588,601,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0075|EIK_0093|EIK_0094|EIK_0108|EIK_0183||傾奇者|多芸多才|山紫水明|技巧伝承|文明開化|流行創出|知勇兼備,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234005,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0096|EIK_0387|EIK_0224|EIK_0258|EIK_0064|EIK_0124,大久保忠世|朝倉義景(八雷)|黒猫ノア|明智光秀(闇)|雑賀孫市(道化)|黒田官兵衛,EIK_0096|EIK_0387|EIK_0224|EIK_0258|EIK_0064|EIK_0124,技巧伝承|文明開化|外交官の絆|洒落者の絆|硝煙弾雨|才腕の絆|多芸多才,技巧伝承|文明開化|外交官の絆|洒落者の絆|硝煙弾雨|才腕の絆|多芸多才,10544,1505,133,75,602,181,580,470,531,470,455,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0064|EIK_0096|EIK_0124|EIK_0224|EIK_0258|EIK_0387||外交官の絆|多芸多才|才腕の絆|技巧伝承|文明開化|洒落者の絆|硝煙弾雨,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234006,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0199|EIK_0070|EIK_0256|EIK_0093|EIK_0114|EIK_0201,長宗我部元親(納涼)|前田利家(兎忍)|魔女ルシア|大内義隆|細川藤孝(立役)|長尾虎,EIK_0199|EIK_0070|EIK_0256|EIK_0093|EIK_0114|EIK_0201,戦場の華|洒落者の絆|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出,戦場の華|洒落者の絆|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出,10622,950,75,0,316,369,493,672,728,644,677,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0070|EIK_0093|EIK_0114|EIK_0199|EIK_0201|EIK_0256||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234007,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0214|EIK_0063|EIK_0108|EIK_0093|EIK_0114|EIK_0081,遠足娘まり|山上道及|名古屋山三郎|大内義隆|細川藤孝(立役)|陶晴賢,EIK_0214|EIK_0063|EIK_0108|EIK_0093|EIK_0114|EIK_0081,殺陣の絆|戦場の華|山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達,殺陣の絆|戦場の華|山紫水明|技巧伝承|文化人の絆|文明開化|老練闊達,10366,1907,248,0,422,465,344,439,462,444,449,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0063|EIK_0081|EIK_0093|EIK_0108|EIK_0114|EIK_0214||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|殺陣の絆|老練闊達,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234008,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0244|EIK_0071|EIK_0108|EIK_0093|EIK_0114|EIK_0385,前田慶次(野望)|納涼忍お綾|名古屋山三郎|大内義隆|細川藤孝(立役)|尼子晴久,EIK_0244|EIK_0071|EIK_0108|EIK_0093|EIK_0114|EIK_0385,洒落者の絆|戦場の華|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出,洒落者の絆|戦場の華|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出,10104,953,82,0,360,395,527,766,761,774,824,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0071|EIK_0093|EIK_0108|EIK_0114|EIK_0244|EIK_0385||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234009,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0244|EIK_0108|EIK_0017|EIK_0374|EIK_0256|EIK_0239,前田慶次(野望)|名古屋山三郎|堀秀政|筧十蔵|魔女ルシア|真田幸村(水練),EIK_0244|EIK_0108|EIK_0017|EIK_0374|EIK_0256|EIK_0239,傾奇者|文明開化|技巧伝承|多芸多才|流行創出|洒落者の絆|戦場の華,傾奇者|文明開化|技巧伝承|多芸多才|流行創出|洒落者の絆|戦場の華,10411,1024,266,105,244,376,621,592,638,629,640,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0108|EIK_0239|EIK_0244|EIK_0256|EIK_0374||傾奇者|多芸多才|戦場の華|技巧伝承|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
step174_7_234010,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0247|EIK_0082|EIK_0103|EIK_0173|EIK_0280|EIK_0042,島左近|山中鹿之介|長野業正|北条幻庵|鬼庭左月斎|谷忠澄,EIK_0247|EIK_0082|EIK_0103|EIK_0173|EIK_0280|EIK_0042,侍|もののふ|泰然自若|根性の絆|衣鉢相伝|長寿の絆|巧言令色,侍|もののふ|泰然自若|根性の絆|衣鉢相伝|長寿の絆|巧言令色,9583,4217,244,590,51,0,280,139,145,152,145,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0042|EIK_0082|EIK_0103|EIK_0173|EIK_0247|EIK_0280||もののふ|侍|巧言令色|根性の絆|泰然自若|衣鉢相伝|長寿の絆,,step174_validate_repair_7_9,15546,15546,jinpo_result_db_7_part014.csv
