result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_162001,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0347|EIK_0095|EIK_0387|EIK_0256|EIK_0239|EIK_0070,真田信尹|柳生宗矩|朝倉義景(八雷)|魔女ルシア|真田幸村(水練)|前田利家(兎忍),EIK_0347|EIK_0095|EIK_0387|EIK_0256|EIK_0239|EIK_0070,技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|戦場の華|武芸の絆,技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|戦場の華|武芸の絆,9450,895,142,51,293,227,464,502,515,462,509,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0070|EIK_0095|EIK_0239|EIK_0256|EIK_0347|EIK_0387||戦場の華|技巧伝承|文化人の絆|文明開化|武芸の絆|洒落者の絆|流行創出,,step174_validate_repair_7_9,13510,13510,jinpo_result_db_7_part010.csv
step174_7_162002,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0354|EIK_0095|EIK_0387|EIK_0256|EIK_0239|EIK_0070,北条綱成|柳生宗矩|朝倉義景(八雷)|魔女ルシア|真田幸村(水練)|前田利家(兎忍),EIK_0354|EIK_0095|EIK_0387|EIK_0256|EIK_0239|EIK_0070,技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|戦場の華|武芸の絆,技巧伝承|文化人の絆|文明開化|流行創出|洒落者の絆|戦場の華|武芸の絆,9450,895,140,52,290,227,468,502,515,462,509,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0070|EIK_0095|EIK_0239|EIK_0256|EIK_0354|EIK_0387||戦場の華|技巧伝承|文化人の絆|文明開化|武芸の絆|洒落者の絆|流行創出,,step174_validate_repair_7_9,13510,13510,jinpo_result_db_7_part010.csv
step174_7_162003,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0366|EIK_0017|EIK_0064|EIK_0095|EIK_0119|EIK_0132,新開実綱|堀秀政|雑賀孫市(道化)|柳生宗矩|上泉信綱|真柄直隆,EIK_0366|EIK_0017|EIK_0064|EIK_0095|EIK_0119|EIK_0132,才腕の絆|技巧伝承|文明開化|多芸多才|武芸の絆|剣豪の絆|花鳥風月,才腕の絆|技巧伝承|文明開化|多芸多才|武芸の絆|剣豪の絆|花鳥風月,9457,1292,311,104,491,150,363,304,314,334,390,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0064|EIK_0095|EIK_0119|EIK_0132|EIK_0366||剣豪の絆|多芸多才|才腕の絆|技巧伝承|文明開化|武芸の絆|花鳥風月,,step174_validate_repair_7_9,13510,13510,jinpo_result_db_7_part010.csv
step174_7_162004,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0370|EIK_0042|EIK_0156|EIK_0093|EIK_0095|EIK_0114,内藤正成|谷忠澄|前田慶次|大内義隆|柳生宗矩|細川藤孝(立役),EIK_0370|EIK_0042|EIK_0156|EIK_0093|EIK_0095|EIK_0114,傾奇者|多芸多才|文明開化|山紫水明|技巧伝承|文化人の絆|巧言令色,傾奇者|多芸多才|文明開化|山紫水明|技巧伝承|文化人の絆|巧言令色,9361,942,130,133,304,345,429,466,469,452,479,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0093|EIK_0095|EIK_0114|EIK_0156|EIK_0370||傾奇者|多芸多才|山紫水明|巧言令色|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,13510,13510,jinpo_result_db_7_part010.csv
step174_7_162005,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0374|EIK_0082|EIK_0103|EIK_0247|EIK_0331|EIK_0128,筧十蔵|山中鹿之介|長野業正|島左近|果心居士|浅井長政,EIK_0374|EIK_0082|EIK_0103|EIK_0247|EIK_0331|EIK_0128,侍|泰然自若|もののふ|根性の絆|柔能制剛|謀略家|知勇兼備,侍|泰然自若|もののふ|根性の絆|柔能制剛|謀略家|知勇兼備,9614,1258,347,355,196,301,203,290,295,345,306,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0082|EIK_0103|EIK_0128|EIK_0247|EIK_0331|EIK_0374||もののふ|侍|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,13510,13510,jinpo_result_db_7_part010.csv
step174_7_162006,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0155|EIK_0087|EIK_0246|EIK_0086|EIK_0103|EIK_0247,羽柴秀吉(涼)|香宗我部親泰|竹中半兵衛(知将)|毛利勝永|長野業正|島左近,EIK_0155|EIK_0087|EIK_0246|EIK_0086|EIK_0103|EIK_0247,柔能制剛|知勇兼備|泰然自若|もののふ|根性の絆|軍学の絆|謀略家,柔能制剛|知勇兼備|泰然自若|もののふ|根性の絆|軍学の絆|謀略家,10161,686,221,430,170,410,253,281,292,284,322,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0086|EIK_0087|EIK_0103|EIK_0246|EIK_0247|EIK_0155||もののふ|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家|軍学の絆,,step174_validate_repair_7_9,13510,13510,jinpo_result_db_7_part010.csv
step174_7_162007,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0041|EIK_0071|EIK_0017|EIK_0095|EIK_0217|EIK_0365,井伊直政|納涼忍お綾|堀秀政|柳生宗矩|宮本武蔵(涼)|小雀,EIK_0041|EIK_0071|EIK_0017|EIK_0095|EIK_0217|EIK_0365,才腕の絆|技巧伝承|文明開化|多芸多才|侍|豪傑|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|侍|豪傑|戦場の華,9352,1348,380,97,402,214,433,301,319,313,350,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0041|EIK_0071|EIK_0095|EIK_0217|EIK_0365||侍|多芸多才|戦場の華|才腕の絆|技巧伝承|文明開化|豪傑,,step174_validate_repair_7_9,13509,13509,jinpo_result_db_7_part010.csv
step174_7_162008,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0093|EIK_0286|EIK_0387|EIK_0254|EIK_0138,谷忠澄|大内義隆|細川藤孝|朝倉義景(八雷)|北条氏政(獅子)|原田宗時,EIK_0042|EIK_0093|EIK_0286|EIK_0387|EIK_0254|EIK_0138,山紫水明|技巧伝承|文化人の絆|流行創出|傾奇者|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|流行創出|傾奇者|多芸多才|文明開化,9066,778,111,82,288,436,260,644,613,597,634,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0093|EIK_0138|EIK_0254|EIK_0286|EIK_0387||傾奇者|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,13509,13509,jinpo_result_db_7_part010.csv
step174_7_162009,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0095|EIK_0387|EIK_0244|EIK_0132|EIK_0256,谷忠澄|柳生宗矩|朝倉義景(八雷)|前田慶次(野望)|真柄直隆|魔女ルシア,EIK_0042|EIK_0095|EIK_0387|EIK_0244|EIK_0132|EIK_0256,山紫水明|文明開化|洒落者の絆|戦場の華|多芸多才|技巧伝承|竜飛鳳舞,山紫水明|文明開化|洒落者の絆|戦場の華|多芸多才|技巧伝承|竜飛鳳舞,10100,0,276,57,239,477,613,449,425,410,463,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0095|EIK_0132|EIK_0244|EIK_0256|EIK_0387||多芸多才|山紫水明|戦場の華|技巧伝承|文明開化|洒落者の絆|竜飛鳳舞,,step174_validate_repair_7_9,13509,13509,jinpo_result_db_7_part010.csv
step174_7_162010,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0042|EIK_0095|EIK_0387|EIK_0244|EIK_0138|EIK_0256,谷忠澄|柳生宗矩|朝倉義景(八雷)|前田慶次(野望)|原田宗時|魔女ルシア,EIK_0042|EIK_0095|EIK_0387|EIK_0244|EIK_0138|EIK_0256,山紫水明|文明開化|洒落者の絆|戦場の華|多芸多才|技巧伝承|竜飛鳳舞,山紫水明|文明開化|洒落者の絆|戦場の華|多芸多才|技巧伝承|竜飛鳳舞,10088,0,248,58,231,507,605,457,431,415,469,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0095|EIK_0138|EIK_0244|EIK_0256|EIK_0387||多芸多才|山紫水明|戦場の華|技巧伝承|文明開化|洒落者の絆|竜飛鳳舞,,step174_validate_repair_7_9,13509,13509,jinpo_result_db_7_part010.csv
