result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_144001,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0308|EIK_0247|EIK_0101|EIK_0103|EIK_0011|EIK_0246,朝倉景鏡|島左近|山県昌景(泰然)|長野業正|斎藤義龍|竹中半兵衛(知将),EIK_0308|EIK_0247|EIK_0101|EIK_0103|EIK_0011|EIK_0246,侍|もののふ|根性の絆|泰然自若|老練闊達|柔能制剛|謀略家,侍|もののふ|根性の絆|泰然自若|老練闊達|柔能制剛|謀略家,9657,2047,290,359,128,309,129,259,243,253,267,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0011|EIK_0101|EIK_0103|EIK_0246|EIK_0247|EIK_0308||もののふ|侍|柔能制剛|根性の絆|泰然自若|老練闊達|謀略家,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144002,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0308|EIK_0247|EIK_0101|EIK_0103|EIK_0171|EIK_0233,朝倉景鏡|島左近|山県昌景(泰然)|長野業正|浅井久政|小早川隆景(羽織),EIK_0308|EIK_0247|EIK_0101|EIK_0103|EIK_0171|EIK_0233,侍|もののふ|根性の絆|泰然自若|老練闊達|柔能制剛|謀略家,侍|もののふ|根性の絆|泰然自若|老練闊達|柔能制剛|謀略家,9577,2090,294,344,136,330,127,250,261,271,261,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0101|EIK_0103|EIK_0171|EIK_0233|EIK_0247|EIK_0308||もののふ|侍|柔能制剛|根性の絆|泰然自若|老練闊達|謀略家,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144003,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0313|EIK_0082|EIK_0103|EIK_0247|EIK_0081|EIK_0184,道場忍お綾|山中鹿之介|長野業正|島左近|陶晴賢|真田幸隆,EIK_0313|EIK_0082|EIK_0103|EIK_0247|EIK_0081|EIK_0184,侍|泰然自若|もののふ|根性の絆|柔能制剛|謀略家|知勇兼備,侍|泰然自若|もののふ|根性の絆|柔能制剛|謀略家|知勇兼備,9862,1302,344,382,207,305,206,321,335,349,328,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0081|EIK_0082|EIK_0103|EIK_0184|EIK_0247|EIK_0313||もののふ|侍|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144004,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0317|EIK_0230|EIK_0040|EIK_0093|EIK_0114|EIK_0108,不破光治|出雲阿国(野望)|北条氏邦|大内義隆|細川藤孝(立役)|名古屋山三郎,EIK_0317|EIK_0230|EIK_0040|EIK_0093|EIK_0114|EIK_0108,多芸多才|流行創出|山紫水明|技巧伝承|文明開化|文化人の絆|戦場の華,多芸多才|流行創出|山紫水明|技巧伝承|文明開化|文化人の絆|戦場の華,9257,862,128,54,300,462,444,606,634,592,602,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0040|EIK_0093|EIK_0108|EIK_0114|EIK_0230|EIK_0317||多芸多才|山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144005,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0322|EIK_0081|EIK_0035|EIK_0082|EIK_0103|EIK_0247,北条氏政|陶晴賢|安宅冬康|山中鹿之介|長野業正|島左近,EIK_0322|EIK_0081|EIK_0035|EIK_0082|EIK_0103|EIK_0247,知勇兼備|侍|泰然自若|もののふ|根性の絆|柔能制剛|謀略家,知勇兼備|侍|泰然自若|もののふ|根性の絆|柔能制剛|謀略家,10044,1283,290,423,187,301,211,284,304,316,298,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0035|EIK_0081|EIK_0082|EIK_0103|EIK_0247|EIK_0322||もののふ|侍|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144006,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0331|EIK_0247|EIK_0101|EIK_0103|EIK_0148|EIK_0233,果心居士|島左近|山県昌景(泰然)|長野業正|斎藤道三|小早川隆景(羽織),EIK_0331|EIK_0247|EIK_0101|EIK_0103|EIK_0148|EIK_0233,侍|もののふ|根性の絆|泰然自若|老練闊達|柔能制剛|謀略家,侍|もののふ|根性の絆|泰然自若|老練闊達|柔能制剛|謀略家,9664,2015,306,344,128,334,126,247,255,276,246,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0101|EIK_0103|EIK_0148|EIK_0233|EIK_0247|EIK_0331||もののふ|侍|柔能制剛|根性の絆|泰然自若|老練闊達|謀略家,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144007,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0337|EIK_0086|EIK_0322|EIK_0095|EIK_0042|EIK_0256,荒木村重|毛利勝永|北条氏政|柳生宗矩|谷忠澄|魔女ルシア,EIK_0337|EIK_0086|EIK_0322|EIK_0095|EIK_0042|EIK_0256,侍|知勇兼備|多芸多才|技巧伝承|文明開化|竜飛鳳舞|流行創出,侍|知勇兼備|多芸多才|技巧伝承|文明開化|竜飛鳳舞|流行創出,9234,1992,285,132,223,386,369,333,328,305,354,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0086|EIK_0095|EIK_0256|EIK_0322|EIK_0337||侍|多芸多才|技巧伝承|文明開化|流行創出|知勇兼備|竜飛鳳舞,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144008,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0346|EIK_0082|EIK_0103|EIK_0089|EIK_0215|EIK_0149,新発田長敦|山中鹿之介|長野業正|村上義清|加藤清正|武田勝頼,EIK_0346|EIK_0082|EIK_0103|EIK_0089|EIK_0215|EIK_0149,勇猛果敢|泰然自若|根性の絆|猛将の絆|もののふ|侍|勇将の絆,勇猛果敢|泰然自若|根性の絆|猛将の絆|もののふ|侍|勇将の絆,9812,2090,598,468,142,0,134,170,173,192,162,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0082|EIK_0089|EIK_0103|EIK_0149|EIK_0215|EIK_0346||もののふ|侍|勇将の絆|勇猛果敢|根性の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144009,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0369|EIK_0082|EIK_0089|EIK_0103|EIK_0086|EIK_0225,泉田重光|山中鹿之介|村上義清|長野業正|毛利勝永|佐々木小次郎(涼),EIK_0369|EIK_0082|EIK_0089|EIK_0103|EIK_0086|EIK_0225,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|もののふ|武芸の絆,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|もののふ|武芸の絆,9871,2083,596,373,212,0,129,169,167,182,159,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0082|EIK_0086|EIK_0089|EIK_0103|EIK_0225|EIK_0369||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
step174_7_144010,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0155|EIK_0068|EIK_0087|EIK_0113|EIK_0036|EIK_0278,羽柴秀吉(涼)|島津義久|香宗我部親泰|宇喜多直家|稲葉一鉄|願証寺証恵,EIK_0155|EIK_0068|EIK_0087|EIK_0113|EIK_0036|EIK_0278,柔能制剛|謀略家|知将の絆|摂理探究|雄材大略|才気煥発|立役者,柔能制剛|謀略家|知将の絆|摂理探究|雄材大略|才気煥発|立役者,9488,1700,110,21,69,886,145,377,389,363,393,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0036|EIK_0068|EIK_0087|EIK_0113|EIK_0278|EIK_0155||才気煥発|摂理探究|柔能制剛|知将の絆|立役者|謀略家|雄材大略,,step174_validate_repair_7_9,13941,13941,jinpo_result_db_7_part009.csv
